"","ref_gene_name","gene_id","Gene...Description","Gene...Transcripts...Length"
"3544","LOC105670826","gene601","tubulin epsilon chain-like",2137.5
"3563","LOC105670845","gene602","charged multivesicular body protein 5",808
"11717","LOC105678998","gene12842","uncharacterized LOC105678998",1320
"11722","LOC105679003","gene12848","dynactin subunit 6",831
"1428","LOC105668710","gene3474","DNA replication complex GINS protein PSF3",1222
"11479","LOC105678760","gene12591","probable protein BRICK1-B",539
"12874","LOC105680155","gene2158","UPF0693 protein C10orf32 homolog",946
"5627","LOC105672909","gene7308","cell division cycle protein 123 homolog",1228
"12875","LOC105680156","gene2153","uncharacterized LOC105680156",1311
"7954","LOC105675235","gene9426","protein HIRA homolog",3133
"4506","LOC105671788","gene6314","probable U2 small nuclear ribonucleoprotein A'",830
"1797","LOC105669079","gene3795","uncharacterized LOC105669079",714
"7959","LOC105675240","gene9422","39S ribosomal protein L54, mitochondrial",585
"3844","LOC105671126","gene5653","uncharacterized LOC105671126",904
"7953","LOC105675234","gene9421","leucine-rich repeat-containing protein 49",3367
"11158","LOC105678439","gene12339","ESF1 homolog",2494
"6083","LOC105673365","gene7733","charged multivesicular body protein 7",2264
"11115","LOC105678396","gene12331","uncharacterized LOC105678396",1292
"11117","LOC105678398","gene12332","neuferricin",1106
"5923","LOC105673205","gene7591","WD repeat-containing protein 55 homolog",1375.5
"152","LOC105667434","gene2336","uncharacterized LOC105667434",1357
"9694","LOC105676975","gene11026","glutaredoxin-C4-like",826.5
"9693","LOC105676974","gene11027","group XIIA secretory phospholipase A2",1351
"151","LOC105667433","gene2334","",271.8
"5433","LOC105672715","gene7128","protein LSM12 homolog",2111
"12469","LOC105679750","gene1934","nuclear cap-binding protein subunit 2",974
"12467","LOC105679748","gene1935","G/T mismatch-specific thymine DNA glycosylase-like",1752.75
"12380","LOC105679661","gene1937","protein FAM192A",1567
"12468","LOC105679749","gene1932","regulator of G-protein signaling 6-like",2368
"12470","LOC105679751","gene1933","uncharacterized LOC105679751",727
"6567","LOC105673849","gene8243","26S protease regulatory subunit 6B",1533
"10408","LOC105677689","gene11681","WASH complex subunit CCDC53 homolog",842
"10409","LOC105677690","gene11682","60S ribosomal protein L44",518
"1897","LOC105669179","gene3947","NAD(P)H-hydrate epimerase",1109
"2229","LOC105669511","gene4260","mRNA turnover protein 4 homolog",900
"12636","LOC105679917","gene1942","uncharacterized LOC105679917",360
"9008","LOC105676289","gene10373","uncharacterized LOC105676289",582
"9002","LOC105676283","gene10372","FMRFamide-related neuropeptides",833.333333333333
"8993","LOC105676274","gene10681","transcription factor 21",2092
"9075","LOC105676356","gene10378","cyclin-H",1389
"8962","LOC105676243","gene10680","craniofacial development protein 1",2246
"9626","LOC105676907","gene10931","uncharacterized LOC105676907",519
"9625","LOC105676906","gene10930","methyltransferase-like protein 13",3351
"10762","LOC105678043","gene11977","WW domain-containing adapter protein with coiled-coil",2995.4
"8715","LOC105675996","gene10089","stomatin-like protein 2, mitochondrial",1410
"8685","LOC105675966","gene10081","ribonuclease P protein subunit p30",1248
"6046","LOC105673328","gene7680","coiled-coil domain-containing protein 137",1070
"6048","LOC105673330","gene7681","guanine nucleotide exchange factor MSS4",565
"6035","LOC105673317","gene7685","dnaJ homolog subfamily C member 30-like",970
"6101","LOC105673383","gene7686","vacuolar protein sorting-associated protein 37B",941
"6099","LOC105673381","gene7687","digestive cysteine proteinase 1",2738
"3026","LOC105670308","gene4889","UDP-glucuronosyltransferase 2C1-like",2432.5
"2977","LOC105670259","gene4881","sulfiredoxin-1",1145
"3043","LOC105670325","gene4880","uncharacterized LOC105670325",1385.5
"7792","LOC105675073","gene9275","isopentenyl-diphosphate Delta-isomerase 1",1195
"3265","LOC105670547","gene5131","uncharacterized LOC105670547",1058.33333333333
"7793","LOC105675074","gene9273","RNA-binding motif protein, X-linked 2-like",1093
"8174","LOC105675455","gene9617","LIM and senescent cell antigen-like-containing domain protein 1",1907.5
"6871","LOC105674153","gene8438","uncharacterized LOC105674153",871
"6869","LOC105674151","gene8439","peflin",765
"6876","LOC105674158","gene8436","E3 ubiquitin-protein ligase Midline-1-like",1936
"6868","LOC105674150","gene8437","histone-lysine N-methyltransferase SETMAR-like",411
"101","LOC105667383","gene2307","dnaJ homolog subfamily B member 6-B-like",2059
"119","LOC105667401","gene2304","DNA excision repair protein haywire",2503
"124","LOC105667406","gene2302","uncharacterized LOC105667406",1937
"120","LOC105667402","gene2303","tRNA-dihydrouridine(20) synthase [NAD(P) ]-like",1667
"102","LOC105667384","gene2308","actin-related protein 2/3 complex subunit 4",1305
"10913","LOC105678194","gene12101","inositol polyphosphate 1-phosphatase",2012
"8011","LOC105675292","gene9610","U3 small nucleolar RNA-associated protein 6 homolog",2100
"10876","LOC105678157","gene12116","nudC domain-containing protein 3",1191.5
"1252","LOC105668534","gene3309","DNA primase large subunit-like",1607.33333333333
"10666","LOC105677947","gene11886","39S ribosomal protein L14, mitochondrial",658
"10665","LOC105677946","gene11887","28S ribosomal protein S28, mitochondrial",666
"10717","LOC105677998","gene11882","myosin heavy chain, cardiac muscle isoform-like",783
"12064","LOC105679345","gene1457","prolyl 3-hydroxylase 2-like",3936
"12083","LOC105679364","gene1450","uncharacterized LOC105679364",3646.71428571429
"950","LOC105668232","gene3169","N-alpha-acetyltransferase 20",814
"958","LOC105668240","gene3168","probable signal peptidase complex subunit 2",888
"2885","LOC105670167","gene4798","transmembrane protein 214-A",2606
"2884","LOC105670166","gene4797","putative deoxyribonuclease TATDN1",1503
"2882","LOC105670164","gene4795","probable asparagine--tRNA ligase, mitochondrial",2399
"957","LOC105668239","gene3160","mitotic spindle assembly checkpoint protein MAD2A",856
"7045","LOC105674327","gene8751","zinc finger protein SNAI3-like",2207
"1625","LOC105668907","gene3646","alpha-ketoglutarate-dependent dioxygenase alkB homolog 7, mitochondrial",1097
"6816","LOC105674098","gene8366","putative hydroxypyruvate isomerase",1113.5
"8209","LOC105675490","gene9550","39S ribosomal protein L2, mitochondrial",1077
"5810","LOC105673092","gene7511","putative protein FAM10A4",3402
"5811","LOC105673093","gene7513","gonadal protein gdl-like",1201.5
"5809","LOC105673091","gene7516","putative N-acetylglucosamine-6-phosphate deacetylase",1577
"4415","LOC105671697","gene6109","putative peptidyl-tRNA hydrolase PTRHD1",799.5
"1944","LOC105669226","gene3877","rabenosyn-5",1923
"11361","LOC105678642","gene12594","SUN domain-containing protein 2-like",1069
"4412","LOC105671694","gene6100","proteoglycan 4-like",2164
"8207","LOC105675488","gene9551","sideroflexin-1",1402
"5917","LOC105673199","gene7472","eukaryotic translation initiation factor 2 subunit 1",1705
"5918","LOC105673200","gene7471","40S ribosomal protein S20",525
"837","LOC105668119","gene2957","uncharacterized LOC105668119",384
"840","LOC105668122","gene2959","ribosomal RNA processing protein 36 homolog",959
"836","LOC105668118","gene2958","cytochrome b-c1 complex subunit 10-like",452
"7111","LOC105674393","gene8894","39S ribosomal protein L43, mitochondrial",890
"1941","LOC105669223","gene3875","uncharacterized LOC105669223",1788
"10556","LOC105677837","gene11763","uncharacterized LOC105677837",1329
"10535","LOC105677816","gene11761","uncharacterized LOC105677816",7147
"10536","LOC105677817","gene11760","cyclin-dependent kinase inhibitor 2-like",1065.6
"10554","LOC105677835","gene11764","uncharacterized LOC105677835",2187
"10533","LOC105677814","gene11769","vesicle-associated membrane protein 7",1315.33333333333
"8782","LOC105676063","gene10141","uncharacterized protein YER152C-like",1783
"9025","LOC105676306","gene10416","growth hormone secretagogue receptor type 1",2517.625
"8181","LOC105675462","gene9673","vesicle transport protein GOT1B",1174.5
"7107","LOC105674389","gene8890","protein TANC2",5744.83333333333
"11210","LOC105678491","gene1217","uncharacterized LOC105678491",4058
"7232","LOC105674514","gene918","NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 2, mitochondrial-like",560
"9654","LOC105676935","gene1136","uncharacterized LOC105676935",1262
"7588","LOC105674869","gene9118","uncharacterized LOC105674869",1893
"8336","LOC105675617","gene9449","leucine-rich repeat-containing protein 58",1642
"2516","LOC105669798","gene4477","IQ domain-containing protein K-like",499
"8294","LOC105675575","gene9444","dual specificity protein phosphatase 3-like",1145.5
"8127","LOC105675408","gene9447","serine/threonine-protein kinase 16",1613.5
"7963","LOC105675244","gene9440","cell cycle checkpoint protein RAD1-like",1011
"297","LOC105667579","gene251","uncharacterized LOC105667579",896.5
"4046","LOC105671328","gene626","ubiquitin fusion degradation protein 1 homolog",1300
"4054","LOC105671336","gene625","vacuolar protein sorting-associated protein 29",862
"8059","LOC105675340","gene9499","histone chaperone asf1",1589
"12385","LOC105679666","gene1686","mitochondrial fission process protein 1",1206
"12373","LOC105679654","gene1685","N-acetylglucosaminyl-phosphatidylinositol de-N-acetylase",2001
"11668","LOC105678949","gene12820","RNA-binding protein 8A",742
"8060","LOC105675341","gene9492","uncharacterized LOC105675341",570.5
"6722","LOC105674004","gene8245","pre-mRNA-splicing factor SYF1",2771
"8063","LOC105675344","gene9491","uncharacterized LOC105675344",1026
"6836","LOC105674118","gene8400","H/ACA ribonucleoprotein complex subunit 3",586
"683","LOC105667965","gene2797","uncharacterized LOC105667965",929.75
"682","LOC105667964","gene2796","THAP domain-containing protein 4-like",664
"677","LOC105667959","gene2791","GPN-loop GTPase 3",1166
"676","LOC105667958","gene2790","PHD finger protein 12-like",2093
"678","LOC105667960","gene2792","transcription factor IIIA-like",1234
"4728","LOC105672010","gene6488","periodic tryptophan protein 1 homolog",1661
"4729","LOC105672011","gene6487","hydroxymethylglutaryl-CoA lyase, mitochondrial",1234
"4745","LOC105672027","gene6481","prohormone-2-like",3910
"4746","LOC105672028","gene6482","glucose-induced degradation protein 8 homolog",942
"8764","LOC105676045","gene10135","uncharacterized LOC105676045",2594
"8767","LOC105676048","gene10134","uncharacterized protein C12orf31 homolog",605
"6827","LOC105674109","gene8404","uncharacterized LOC105674109",1628
"11178","LOC105678459","gene12319","uncharacterized LOC105678459",747
"11175","LOC105678456","gene12317","anaphase-promoting complex subunit 2",4727
"11113","LOC105678394","gene12312","m7GpppX diphosphatase",1393
"11112","LOC105678393","gene12310","stimulator of interferon genes protein",1581
"8340","LOC105675621","gene9456","GDP-mannose 4,6 dehydratase",1556
"2874","LOC105670156","gene4785","uncharacterized LOC105670156",1132
"12430","LOC105679711","gene1918","dephospho-CoA kinase domain-containing protein",1515
"6504","LOC105673786","gene8132","peptidyl-prolyl cis-trans isomerase-like 4",2686
"12431","LOC105679712","gene1912","protein LZIC-like",805.666666666667
"12433","LOC105679714","gene1916","G patch domain-containing protein 11",1695
"12432","LOC105679713","gene1914","bursicon",2397.5
"5897","LOC105673179","gene7610","matrix metalloproteinase-24",5037.5
"1166","LOC105668448","gene3175","homogentisate 1,2-dioxygenase",2533
"6505","LOC105673787","gene8135","UPF0396 protein CG6066",1544.66666666667
"9925","LOC105677206","gene11190","uncharacterized protein C15orf41 homolog",1345
"5771","LOC105673053","gene7614","uncharacterized LOC105673053",2231
"2302","LOC105669584","gene4249","UPF0587 protein C1orf123 homolog",1377.5
"9001","LOC105676282","gene10319","uncharacterized LOC105676282",1239
"9347","LOC105676628","gene10317","HD domain-containing protein 2",1332
"6583","LOC105673865","gene8269","zinc finger protein 239-like",2256
"10281","LOC105677562","gene11408","receptor-mediated endocytosis protein 6 homolog",6207.83333333333
"10742","LOC105678023","gene11958","estradiol 17-beta-dehydrogenase 8",998.666666666667
"10741","LOC105678022","gene11959","deoxynucleotidyltransferase terminal-interacting protein 2",935
"10316","LOC105677597","gene11403","cob(I)yrinic acid a,c-diamide adenosyltransferase, mitochondrial-like",1052
"10272","LOC105677553","gene11406","guanine nucleotide-binding protein subunit beta-like protein",3725
"10315","LOC105677596","gene11404","ribosome maturation protein SBDS",1214
"7197","LOC105674479","gene8630","NEDD8",636
"7196","LOC105674478","gene8631","transcription and mRNA export factor ENY2",670
"7195","LOC105674477","gene8632","mitochondrial import inner membrane translocase subunit Tim21-like",1125
"6605","LOC105673887","gene8188","uncharacterized LOC105673887",2908
"6650","LOC105673932","gene8182","RIP-like protein",1736
"8510","LOC105675791","gene9856","uncharacterized LOC105675791",707
"8479","LOC105675760","gene9859","calcyclin-binding protein",1405
"8478","LOC105675759","gene9858","1-acyl-sn-glycerol-3-phosphate acyltransferase alpha",4927.5
"3232","LOC105670514","gene5117","popeye domain-containing protein 3-like",1841
"3309","LOC105670591","gene5112","uncharacterized LOC105670591",1331
"3298","LOC105670580","gene5111","uncharacterized LOC105670580",2173
"2413","LOC105669695","gene4352","nitric oxide synthase-interacting protein homolog",1165.66666666667
"3302","LOC105670584","gene5118","uncharacterized LOC105670584",951.75
"6893","LOC105674175","gene8451","myb/SANT-like DNA-binding domain-containing protein 4",1638
"6909","LOC105674191","gene8459","uncharacterized LOC105674191",2777.75
"2412","LOC105669694","gene4350","DNA-directed RNA polymerase I subunit RPA43",2508.5
"2510","LOC105669792","gene4476","uncharacterized LOC105669792",889
"7774","LOC105675055","gene9194","uncharacterized LOC105675055",917
"2057","LOC105669339","gene3994","uncharacterized LOC105669339",945
"245","LOC105667527","gene2368","uncharacterized LOC105667527",645
"242","LOC105667524","gene2369","N-sulphoglucosamine sulphohydrolase",1658
"2055","LOC105669337","gene3995","proline-rich protein PRCC",1477
"198","LOC105667480","gene2364","uncharacterized LOC105667480",787
"235","LOC105667517","gene2367","aurora kinase C-like",1453.5
"5898","LOC105673180","gene7613","cell cycle checkpoint protein RAD17",1899.5
"4078","LOC105671360","gene5807","uncharacterized LOC105671360",3496.57142857143
